"STATION","NAME","DATE","DAPR","MDPR","PRCP","SNOW","SNWD","WESD","WESF"
"US1NJUN0028","SPRINGFIELD TWP 0.7 NNE, NJ US","2024-03-11",,,"0.8",,,,
"US1NJUN0028","SPRINGFIELD TWP 0.7 NNE, NJ US","2024-03-12",,,"0.0","0.0",,,
"US1NJUN0028","SPRINGFIELD TWP 0.7 NNE, NJ US","2024-03-13",,,"0.0","0.0",,,
"US1NJUN0028","SPRINGFIELD TWP 0.7 NNE, NJ US","2024-03-14",,,"0.0","0.0",,,
"US1NJUN0028","SPRINGFIELD TWP 0.7 NNE, NJ US","2024-03-15",,,"0.0","0.0",,,
"US1NJUN0028","SPRINGFIELD TWP 0.7 NNE, NJ US","2024-03-16",,,"0.0","0.0",,,
"US1NJUN0028","SPRINGFIELD TWP 0.7 NNE, NJ US","2024-03-17",,,"0.0","0.0",,,
"US1NYSF0158","LINDENHURST 1.0 NE, NY US","2024-01-01",,,"0.3",,,,
"US1NYSF0158","LINDENHURST 1.0 NE, NY US","2024-01-02",,,"0.0","0.0",,,
"US1NYSF0158","LINDENHURST 1.0 NE, NY US","2024-01-03",,,"0.0","0.0",,,
"US1NYSF0158","LINDENHURST 1.0 NE, NY US","2024-01-04",,,"0.0",,,,
"US1NYSF0158","LINDENHURST 1.0 NE, NY US","2024-01-05",,,"0.0","0.0",,,
"US1NYSF0158","LINDENHURST 1.0 NE, NY US","2024-01-06",,,"0.0","0.0",,,
"US1NYSF0158","LINDENHURST 1.0 NE, NY US","2024-01-07",,,"20.8",,,,
"US1NYSF0158","LINDENHURST 1.0 NE, NY US","2024-01-08",,,"0.8",,,,
"US1NYSF0158","LINDENHURST 1.0 NE, NY US","2024-01-09",,,"0.0","0.0",,,
"US1NYSF0158","LINDENHURST 1.0 NE, NY US","2024-01-10",,,"61.2",,,,
"US1NYSF0158","LINDENHURST 1.0 NE, NY US","2024-01-11",,,"0.0","0.0",,,
"US1NYSF0158","LINDENHURST 1.0 NE, NY US","2024-01-12",,,"0.0","0.0",,,
"US1NYSF0158","LINDENHURST 1.0 NE, NY US","2024-01-13",,,"32.0",,,,
"US1NYSF0158","LINDENHURST 1.0 NE, NY US","2024-01-14",,,"0.0","0.0",,,
"US1NYSF0158","LINDENHURST 1.0 NE, NY US","2024-01-15",,,"0.0","0.0",,,
"US1NYSF0158","LINDENHURST 1.0 NE, NY US","2024-01-16",,,"13.0",,,,
"US1NYSF0158","LINDENHURST 1.0 NE, NY US","2024-01-17",,,"0.0","0.0",,,
"US1NYSF0158","LINDENHURST 1.0 NE, NY US","2024-01-18",,,"0.0","0.0",,,
"US1NYSF0158","LINDENHURST 1.0 NE, NY US","2024-01-19",,,"0.0",,,,
"US1NYSF0158","LINDENHURST 1.0 NE, NY US","2024-01-20",,,"0.0","0.0",,,
"US1NYSF0158","LINDENHURST 1.0 NE, NY US","2024-01-21",,,"0.0","0.0",,,
"US1NYSF0158","LINDENHURST 1.0 NE, NY US","2024-01-22",,,"0.0","0.0",,,
"US1NYSF0158","LINDENHURST 1.0 NE, NY US","2024-01-23",,,"0.0","0.0",,,
"US1NYSF0158","LINDENHURST 1.0 NE, NY US","2024-01-24",,,"1.0",,,,
"US1NYSF0158","LINDENHURST 1.0 NE, NY US","2024-01-25",,,"8.6",,,,
"US1NYSF0158","LINDENHURST 1.0 NE, NY US","2024-01-26",,,"7.9",,,,
"US1NYSF0158","LINDENHURST 1.0 NE, NY US","2024-01-27",,,"0.0","0.0",,,
"US1NYSF0158","LINDENHURST 1.0 NE, NY US","2024-01-28",,,"17.3",,,,
"US1NYSF0158","LINDENHURST 1.0 NE, NY US","2024-01-29",,,"4.8",,,,
"US1NYSF0158","LINDENHURST 1.0 NE, NY US","2024-01-30",,,"0.0","0.0",,,
"US1NYSF0158","LINDENHURST 1.0 NE, NY US","2024-01-31",,,"0.0","0.0",,,
"US1NYSF0158","LINDENHURST 1.0 NE, NY US","2024-02-01",,,"0.0","0.0",,,
"US1NYSF0158","LINDENHURST 1.0 NE, NY US","2024-02-02",,,"4.8",,,,
"US1NYSF0158","LINDENHURST 1.0 NE, NY US","2024-02-03",,,"0.5","0.0",,,
"US1NYSF0158","LINDENHURST 1.0 NE, NY US","2024-02-04",,,"0.0","0.0",,,
"US1NYSF0158","LINDENHURST 1.0 NE, NY US","2024-02-05",,,"0.0","0.0",,,
"US1NYSF0158","LINDENHURST 1.0 NE, NY US","2024-02-06",,,"0.0","0.0",,,
"US1NYSF0158","LINDENHURST 1.0 NE, NY US","2024-02-07",,,"0.0","0.0",,,
"US1NYSF0158","LINDENHURST 1.0 NE, NY US","2024-02-08",,,"0.0","0.0",,,
"US1NYSF0158","LINDENHURST 1.0 NE, NY US","2024-02-09",,,"0.0","0.0",,,
"US1NYSF0158","LINDENHURST 1.0 NE, NY US","2024-02-10",,,"0.0","0.0",,,
"US1NYSF0158","LINDENHURST 1.0 NE, NY US","2024-02-11",,,"0.0","0.0",,,
"US1NYSF0158","LINDENHURST 1.0 NE, NY US","2024-02-12",,,"0.0","0.0",,,
"US1NYSF0158","LINDENHURST 1.0 NE, NY US","2024-02-13",,,,"84.0",,,
"US1NYSF0158","LINDENHURST 1.0 NE, NY US","2024-02-15",,,"0.0","0.0",,,
"US1NYSF0158","LINDENHURST 1.0 NE, NY US","2024-02-16",,,"4.8","102.0",,,
"US1NYSF0158","LINDENHURST 1.0 NE, NY US","2024-02-18",,,"0.0","0.0",,,
"US1NYSF0158","LINDENHURST 1.0 NE, NY US","2024-02-19",,,"0.0","0.0",,,
"US1NYSF0158","LINDENHURST 1.0 NE, NY US","2024-02-20",,,"0.0","0.0",,,
"US1NYSF0158","LINDENHURST 1.0 NE, NY US","2024-02-21",,,"0.0","0.0",,,
"US1NYSF0158","LINDENHURST 1.0 NE, NY US","2024-02-22",,,"0.0","0.0",,,
"US1NYSF0158","LINDENHURST 1.0 NE, NY US","2024-02-23",,,"2.5",,,,
"US1NYSF0158","LINDENHURST 1.0 NE, NY US","2024-02-24",,,"1.3",,,,
"US1NYSF0158","LINDENHURST 1.0 NE, NY US","2024-02-25",,,"0.0","0.0",,,
"US1NYSF0158","LINDENHURST 1.0 NE, NY US","2024-02-26",,,"0.0","0.0",,,
"US1NYSF0158","LINDENHURST 1.0 NE, NY US","2024-02-27",,,"0.3",,,,
"US1NYSF0158","LINDENHURST 1.0 NE, NY US","2024-02-28",,,"13.0",,,,
"US1NYSF0158","LINDENHURST 1.0 NE, NY US","2024-02-29",,,"4.8",,,,
"US1NYSF0158","LINDENHURST 1.0 NE, NY US","2024-03-01",,,"0.0","0.0",,,
"US1NYSF0158","LINDENHURST 1.0 NE, NY US","2024-03-02",,,"2.8",,,,
"US1NYSF0158","LINDENHURST 1.0 NE, NY US","2024-03-03",,,"34.3",,,,
"US1NYSF0158","LINDENHURST 1.0 NE, NY US","2024-03-04",,,"0.0","0.0",,,
"US1NYSF0158","LINDENHURST 1.0 NE, NY US","2024-03-05",,,"7.4",,,,
"US1NYSF0158","LINDENHURST 1.0 NE, NY US","2024-03-06",,,"1.5",,,,
"US1NYSF0158","LINDENHURST 1.0 NE, NY US","2024-03-07",,,"59.7",,,,
"US1NYSF0158","LINDENHURST 1.0 NE, NY US","2024-03-08",,,"0.0","0.0",,,
"US1NYSF0158","LINDENHURST 1.0 NE, NY US","2024-03-09",,,"0.0","0.0",,,
"US1NYSF0158","LINDENHURST 1.0 NE, NY US","2024-03-10",,,"33.5",,,,
"US1NYSF0158","LINDENHURST 1.0 NE, NY US","2024-03-11",,,"0.5",,,,
"US1NYSF0158","LINDENHURST 1.0 NE, NY US","2024-03-12",,,"0.0","0.0",,,
"US1NYSF0158","LINDENHURST 1.0 NE, NY US","2024-03-13",,,"0.0","0.0",,,
"US1NYSF0158","LINDENHURST 1.0 NE, NY US","2024-03-14",,,"0.0","0.0",,,
"US1NYSF0158","LINDENHURST 1.0 NE, NY US","2024-03-15",,,"0.5",,,,
"US1NYSF0158","LINDENHURST 1.0 NE, NY US","2024-03-16",,,"0.0","0.0",,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2024-01-01",,,"0.0","0.0","0.0",,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2024-01-02",,,"0.0","0.0","0.0",,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2024-01-03",,,"0.0","0.0","0.0",,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2024-01-04",,,"0.0","0.0","0.0",,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2024-01-05",,,"0.0","0.0","0.0",,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2024-01-06",,,"11.7","10.0","0.0",,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2024-01-07",,,"4.3","0.0","0.0",,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2024-01-08",,,"0.0","0.0","0.0",,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2024-01-09",,,"52.1","0.0","0.0",,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2024-01-10",,,"4.3","0.0","0.0",,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2024-01-11",,,"0.0","0.0","0.0",,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2024-01-12",,,"2.5","0.0","0.0",,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2024-01-13",,,"20.8","0.0","0.0",,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2024-01-14",,,"0.0","0.0","0.0",,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2024-01-15",,,"0.8","10.0","0.0",,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2024-01-16",,,"6.1","43.0","50.0",,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2024-01-17",,,"0.0","0.0","30.0",,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2024-01-18",,,"0.0","0.0","30.0",,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2024-01-19",,,"0.3","15.0","30.0",,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2024-01-20",,,"0.0","0.0","30.0",,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2024-01-21",,,"0.0","0.0","30.0",,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2024-01-22",,,"0.0","0.0","30.0",,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2024-01-23",,,"0.3","0.0","0.0",,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2024-01-24",,,"1.0","0.0","0.0",,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2024-01-25",,,"5.3","0.0","0.0",,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2024-01-26",,,"6.4","0.0","0.0",,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2024-01-27",,,"0.0","0.0","0.0",,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2024-01-28",,,"23.4","0.0","0.0",,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2024-01-29",,,"0.8","0.0","0.0",,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2024-01-30",,,"0.3","0.0","0.0",,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2024-01-31",,,"0.0","0.0","0.0",,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2024-02-01",,,"0.0","0.0","0.0",,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2024-02-02",,,"5.1","0.0","0.0",,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2024-02-03",,,"0.0","0.0","0.0",,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2024-02-04",,,"0.0","0.0","0.0",,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2024-02-05",,,"0.0","0.0","0.0",,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2024-02-06",,,"0.0","0.0","0.0",,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2024-02-07",,,"0.0","0.0","0.0",,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2024-02-08",,,"0.0","0.0","0.0",,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2024-02-09",,,"0.0","0.0","0.0",,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2024-02-10",,,"0.0","0.0","0.0",,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2024-02-11",,,"0.0","0.0","0.0",,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2024-02-12",,,"0.0","0.0","0.0",,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2024-02-13",,,"14.7","124.0","30.0",,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2024-02-14",,,"0.0","0.0","50.0",,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2024-02-15",,,"0.0","0.0","30.0",,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2024-02-16",,,"0.0","0.0","0.0",,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2024-02-17",,,"8.4","107.0","100.0",,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2024-02-18",,,"0.0","0.0","50.0",,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2024-02-19",,,"0.0","0.0","0.0",,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2024-02-20",,,"0.0","0.0","0.0",,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2024-02-21",,,"0.0","0.0","0.0",,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2024-02-22",,,"1.0","0.0","0.0",,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2024-02-23",,,"0.8","0.0","0.0",,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2024-02-24",,,"0.0","0.0","0.0",,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2024-02-25",,,"0.0","0.0","0.0",,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2024-02-26",,,"0.0","0.0","0.0",,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2024-02-27",,,"10.7","0.0","0.0",,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2024-02-28",,,"3.8","0.0","0.0",,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2024-02-29",,,"0.0","0.0","0.0",,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2024-03-01",,,"0.0","0.0","0.0",,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2024-03-02",,,"33.3","0.0","0.0",,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2024-03-03",,,"0.0","0.0","0.0",,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2024-03-04",,,"0.0","0.0","0.0",,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2024-03-05",,,"13.7","0.0","0.0",,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2024-03-06",,,"26.2","0.0","0.0",,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2024-03-07",,,"0.3","0.0","0.0",,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2024-03-08",,,"0.0","0.0","0.0",,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2024-03-09",,,"36.3",,"0.0",,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2024-03-10",,,"0.8","0.0","0.0",,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2024-03-11",,,"0.0","0.0","0.0",,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2024-03-12",,,"0.0","0.0","0.0",,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2024-03-13",,,"0.0","0.0","0.0",,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2024-03-14",,,"0.0","0.0","0.0",,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2024-03-15",,,"0.0","0.0","0.0",,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2024-03-16",,,"0.0","0.0","0.0",,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2024-03-17",,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2024-01-01",,,"0.3","0.0","0.0",,
"USW00014732","LAGUARDIA AIRPORT, NY US","2024-01-02",,,"0.0","0.0","0.0",,
"USW00014732","LAGUARDIA AIRPORT, NY US","2024-01-03",,,"0.0","0.0","0.0",,
"USW00014732","LAGUARDIA AIRPORT, NY US","2024-01-04",,,"0.0","0.0","0.0",,
"USW00014732","LAGUARDIA AIRPORT, NY US","2024-01-05",,,"0.0","0.0","0.0",,
"USW00014732","LAGUARDIA AIRPORT, NY US","2024-01-06",,,"8.6","8.0","0.0",,
"USW00014732","LAGUARDIA AIRPORT, NY US","2024-01-07",,,"4.3","0.0","0.0",,
"USW00014732","LAGUARDIA AIRPORT, NY US","2024-01-08",,,"0.0","0.0","0.0",,
"USW00014732","LAGUARDIA AIRPORT, NY US","2024-01-09",,,"49.5","0.0","0.0",,
"USW00014732","LAGUARDIA AIRPORT, NY US","2024-01-10",,,"8.1","0.0","0.0",,
"USW00014732","LAGUARDIA AIRPORT, NY US","2024-01-11",,,"0.0","0.0","0.0",,
"USW00014732","LAGUARDIA AIRPORT, NY US","2024-01-12",,,"1.5","0.0","0.0",,
"USW00014732","LAGUARDIA AIRPORT, NY US","2024-01-13",,,"26.2","0.0","0.0",,
"USW00014732","LAGUARDIA AIRPORT, NY US","2024-01-14",,,"0.0","0.0","0.0",,
"USW00014732","LAGUARDIA AIRPORT, NY US","2024-01-15",,,"1.0","8.0","0.0",,
"USW00014732","LAGUARDIA AIRPORT, NY US","2024-01-16",,,"8.4","51.0","50.0",,
"USW00014732","LAGUARDIA AIRPORT, NY US","2024-01-17",,,"0.0","0.0","30.0",,
"USW00014732","LAGUARDIA AIRPORT, NY US","2024-01-18",,,"0.0","0.0","30.0",,
"USW00014732","LAGUARDIA AIRPORT, NY US","2024-01-19",,,"0.8","33.0","0.0",,
"USW00014732","LAGUARDIA AIRPORT, NY US","2024-01-20",,,"0.0","0.0","30.0",,
"USW00014732","LAGUARDIA AIRPORT, NY US","2024-01-21",,,"0.0","0.0","30.0",,
"USW00014732","LAGUARDIA AIRPORT, NY US","2024-01-22",,,"0.0","0.0","0.0",,
"USW00014732","LAGUARDIA AIRPORT, NY US","2024-01-23",,,"0.8","0.0","0.0",,
"USW00014732","LAGUARDIA AIRPORT, NY US","2024-01-24",,,"1.8","0.0","0.0",,
"USW00014732","LAGUARDIA AIRPORT, NY US","2024-01-25",,,"5.6","0.0","0.0",,
"USW00014732","LAGUARDIA AIRPORT, NY US","2024-01-26",,,"5.3","0.0","0.0",,
"USW00014732","LAGUARDIA AIRPORT, NY US","2024-01-27",,,"0.0","0.0","0.0",,
"USW00014732","LAGUARDIA AIRPORT, NY US","2024-01-28",,,"23.6","0.0","0.0",,
"USW00014732","LAGUARDIA AIRPORT, NY US","2024-01-29",,,"1.8","0.0","0.0",,
"USW00014732","LAGUARDIA AIRPORT, NY US","2024-01-30",,,"0.0","0.0","0.0",,
"USW00014732","LAGUARDIA AIRPORT, NY US","2024-01-31",,,"0.0","0.0","0.0",,
"USW00014732","LAGUARDIA AIRPORT, NY US","2024-02-01",,,"0.0","0.0","0.0",,
"USW00014732","LAGUARDIA AIRPORT, NY US","2024-02-02",,,"5.8","0.0","0.0",,
"USW00014732","LAGUARDIA AIRPORT, NY US","2024-02-03",,,"0.0","0.0","0.0",,
"USW00014732","LAGUARDIA AIRPORT, NY US","2024-02-04",,,"0.0","0.0","0.0",,
"USW00014732","LAGUARDIA AIRPORT, NY US","2024-02-05",,,"0.0","0.0","0.0",,
"USW00014732","LAGUARDIA AIRPORT, NY US","2024-02-06",,,"0.0","0.0","0.0",,
"USW00014732","LAGUARDIA AIRPORT, NY US","2024-02-07",,,"0.0","0.0","0.0",,
"USW00014732","LAGUARDIA AIRPORT, NY US","2024-02-08",,,"0.0","0.0","0.0",,
"USW00014732","LAGUARDIA AIRPORT, NY US","2024-02-09",,,"0.0","0.0","0.0",,
"USW00014732","LAGUARDIA AIRPORT, NY US","2024-02-10",,,"0.0","0.0",,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2024-02-11",,,"0.0","0.0","0.0",,
"USW00014732","LAGUARDIA AIRPORT, NY US","2024-02-12",,,"0.0","0.0","0.0",,
"USW00014732","LAGUARDIA AIRPORT, NY US","2024-02-13",,,"16.3","84.0","30.0",,
"USW00014732","LAGUARDIA AIRPORT, NY US","2024-02-14",,,"0.0","0.0","30.0",,
"USW00014732","LAGUARDIA AIRPORT, NY US","2024-02-15",,,"0.0","0.0","0.0",,
"USW00014732","LAGUARDIA AIRPORT, NY US","2024-02-16",,,"0.0","0.0","0.0",,
"USW00014732","LAGUARDIA AIRPORT, NY US","2024-02-17",,,"5.8","84.0","80.0",,
"USW00014732","LAGUARDIA AIRPORT, NY US","2024-02-18",,,"0.0","0.0","30.0",,
"USW00014732","LAGUARDIA AIRPORT, NY US","2024-02-19",,,"0.0","0.0","0.0",,
"USW00014732","LAGUARDIA AIRPORT, NY US","2024-02-20",,,"0.0","0.0","0.0",,
"USW00014732","LAGUARDIA AIRPORT, NY US","2024-02-21",,,"0.0","0.0","0.0",,
"USW00014732","LAGUARDIA AIRPORT, NY US","2024-02-22",,,"1.0","0.0","0.0",,
"USW00014732","LAGUARDIA AIRPORT, NY US","2024-02-23",,,"1.3","0.0","0.0",,
"USW00014732","LAGUARDIA AIRPORT, NY US","2024-02-24",,,"0.0","0.0","0.0",,
"USW00014732","LAGUARDIA AIRPORT, NY US","2024-02-25",,,"0.0","0.0","0.0",,
"USW00014732","LAGUARDIA AIRPORT, NY US","2024-02-26",,,"0.3","0.0","0.0",,
"USW00014732","LAGUARDIA AIRPORT, NY US","2024-02-27",,,"14.0","0.0","0.0",,
"USW00014732","LAGUARDIA AIRPORT, NY US","2024-02-28",,,"3.3","0.0","0.0",,
"USW00014732","LAGUARDIA AIRPORT, NY US","2024-02-29",,,"0.0","0.0","0.0",,
"USW00014732","LAGUARDIA AIRPORT, NY US","2024-03-01",,,"0.0","0.0","0.0",,
"USW00014732","LAGUARDIA AIRPORT, NY US","2024-03-02",,,"35.6","0.0","0.0",,
"USW00014732","LAGUARDIA AIRPORT, NY US","2024-03-03",,,"0.0","0.0","0.0",,
"USW00014732","LAGUARDIA AIRPORT, NY US","2024-03-04",,,"0.0","0.0","0.0",,
"USW00014732","LAGUARDIA AIRPORT, NY US","2024-03-05",,,"11.9","0.0","0.0",,
"USW00014732","LAGUARDIA AIRPORT, NY US","2024-03-06",,,"40.9","0.0","0.0",,
